Cust_ID,State,Latitude,Longitude,ZipCode
0219-YTZUE,California,32.747484,-117.166877,92103
0623-IIHUG,California,32.741499,-117.127409,92104
4572-DVCGN,California,32.741859,-117.090353,92105
9057-MSWCO,California,32.774046,-117.142454,92108
1010-DIAUQ,California,32.765299,-117.122565,92116
0259-GBZSH,California,32.85723,-117.209774,92122
9601-BRXPO,California,32.961064,-117.134917,92129
6905-NIQIN,California,32.578103,-117.012975,92154
5167-ZFFMM,California,33.713891,-116.237257,92201
4895-TMWIR,California,33.537646,-116.291089,92210
0533-BNWKF,California,33.762759,-116.324817,92211
6599-CEBNN,California,33.948558,-116.516976,92240
0979-PHULV,California,32.811001,-115.152865,92250
4800-VHZKI,California,33.345825,-115.596574,92257
7989-CHGTL,California,33.906496,-116.569499,92258
0334-GDDSO,California,32.698964,-115.886656,92259
0578-SKVMF,California,32.790282,-115.689559,92273
5564-NEMQO,California,33.53604,-116.119222,92274
9063-ZGTUY,California,34.667815,-117.536183,92301
2957-LOLHO,California,34.55082,-117.122396,92307
7752-XUSCI,California,34.248061,-117.29028,92325
4110-PFEUZ,California,34.875144,-116.821698,92327
0256-LTHVJ,California,34.702766,-116.093376,92338
0880-TKATG,California,34.508417,-116.856103,92356
3811-VBYBZ,California,34.238162,-117.534306,92358
4640-UHDOS,California,34.441123,-117.537886,92371
3583-EKAPL,California,34.003243,-117.138286,92373
9399-APLBT,California,34.156758,-117.404686,92377
2359-KMGLI,California,34.186211,-117.07683,92382
0306-JAELE,California,35.824572,-116.274755,92389
6227-HWPWX,California,34.486835,-117.362274,92392
0447-BEMNG,California,34.358321,-117.618263,92397
5949-XIKAE,California,34.105935,-117.2914,92401
8372-JUXUI,California,34.106922,-117.297553,92410
0388-EOPEX,California,33.890046,-117.455583,92503
8205-OTCHB,California,33.930931,-117.361788,92506
6235-VDHOM,California,34.004379,-117.447864,92509
7783-YKGDV,California,33.888323,-117.277533,92518
5609-CEBID,California,33.644585,-116.871544,92544
7218-HKQFK,California,33.761894,-117.120868,92548
4636-QRJKY,California,33.755039,-116.741796,92549
5956-VKDTT,California,33.970661,-117.255039,92557
9412-GHEEC,California,33.581045,-117.14719,92563
0257-ZESQC,California,33.828289,-117.201666,92571
6825-UYPFK,California,33.707483,-117.200006,92586
8397-MVTAZ,California,33.69887,-117.25071,92587
9282-IZGQK,California,33.643095,-117.810896,92612
1342-JPNKI,California,33.644849,-117.684254,92630
2817-NTQDO,California,33.666301,-117.969501,92646
6986-IJDHX,California,33.679659,-118.016195,92648
5301-GAUUY,California,33.601309,-117.902304,92661
0939-YAPAF,California,33.748478,-117.858918,92701
4710-FDUIZ,California,33.714829,-117.872941,92707
1218-VKFPE,California,33.830209,-117.906099,92805
3627-FHKBK,California,33.83796,-117.870494,92806
2865-TCHJW,California,33.848733,-117.788357,92807
5192-EBGOV,California,33.924143,-117.79387,92823
0719-SYFRB,California,33.925833,-117.559639,92860
3419-SNJJD,California,33.884073,-117.732197,92887
6543-CPZMK,California,34.360261,-119.306383,93001
4765-OXPPD,California,34.279221,-119.221437,93003
1009-IRMNA,California,34.110124,-119.100972,93041
4554-YGZIH,California,34.420998,-119.60137,93067
5099-BAILX,California,34.419203,-119.710008,93101
7207-RMRDB,California,34.437945,-119.77191,93110
4913-EHYUI,California,35.869626,-119.498771,93201
0195-IESCP,California,36.315979,-119.710852,93202
4580-TMHJU,California,35.916943,-120.129921,93204
0970-ETWGE,California,35.523991,-118.400432,93205
1626-ERCMM,California,36.057458,-118.591951,93208
0887-HJGAR,California,36.186867,-120.387793,93210
5644-PDMZC,California,35.772244,-119.209689,93215
9576-ANLXO,California,35.858054,-119.305858,93219
2024-BASKD,California,36.301689,-119.018233,93221
4160-AMJTL,California,35.215731,-119.57013,93224
4464-JCOLN,California,36.217864,-120.080117,93234
5650-VDUDS,California,35.852892,-118.397782,93238
7538-GWHML,California,36.462671,-118.997291,93244
3859-CVCET,California,36.205465,-119.085807,93247
3276-HDUEG,California,34.737031,-119.460557,93252
0823-HSCDJ,California,35.676978,-118.101378,93255
0822-GAVAP,California,35.861928,-118.636698,93260
1448-PWKYE,California,35.490705,-119.286833,93263
0067-DKWBL,California,36.047414,-119.344304,93272
2276-YDAVZ,California,35.690535,-118.552784,93285
5896-NPFWW,California,36.37559,-119.211689,93292
7133-VBDCG,California,35.16207,-119.194488,93311
1029-QFBEN,California,35.236549,-120.727344,93405
4952-YSOGZ,California,34.601055,-120.382917,93436
1589-AGTLK,California,34.757477,-120.550507,93437
5244-IRFIH,California,34.758699,-120.275839,93440
2684-EIWEO,California,35.059695,-120.604741,93445
6439-GTPCA,California,35.165668,-120.655842,93449
5138-WVKYJ,California,35.097323,-118.171288,93501
6683-VLCTZ,California,35.363339,-117.637641,93528
2189-WWOEW,California,35.214982,-118.59049,93531
1894-IGFSG,California,34.712708,-117.889656,93535
7379-POKDZ,California,34.741406,-118.38111,93536
0236-HFWSV,California,34.557711,-118.029441,93552
3900-AQPHZ,California,34.445239,-117.894868,93553
5842-POCOP,California,35.405722,-117.773354,93554
2037-XJFUP,California,35.603913,-117.67828,93555
7314-OXENN,California,35.74837,-117.384948,93562
0322-CHQRU,California,34.598221,-117.79593,93591
4678-DVQEO,California,37.458367,-119.345011,93604
0691-IFBQW,California,36.798882,-120.019511,93606
3009-JWMPU,California,36.397745,-120.119911,93624
1450-GALXR,California,37.027663,-119.69056,93626
3138-BKYAV,California,36.727418,-120.123526,93630
4289-DTDKW,California,36.902954,-120.194274,93637
1820-TQVEV,California,37.004068,-119.930027,93638
2239-JALAW,California,36.687292,-120.437354,93640
4853-RULSV,California,36.696759,-119.024051,93641
6275-YDUVO,California,36.600185,-119.175655,93647
0115-TFERT,California,36.841655,-119.797113,93650
2311-QYMUQ,California,36.600193,-120.153393,93660
3643-AHCFP,California,36.545322,-119.642281,93662
3104-OWCGK,California,36.959731,-120.653519,93665
9101-BWFSS,California,36.993666,-119.348267,93667
9231-ZJYAM,California,36.719141,-119.202677,93675
6982-SSHFK,California,36.768774,-119.762633,93703
0727-BMPLR,California,36.654614,-119.903674,93706
1038-ZAGBI,California,36.833002,-119.82947,93711
3027-ZTDHO,California,36.732694,-119.783786,93721
2382-BCKQJ,California,36.092975,-121.549826,93920
2207-NHRJK,California,36.460611,-121.852507,93923
0947-MUGVO,California,35.930782,-121.189757,93928
9944-HKVVB,California,36.220761,-120.980777,93930
4124-MMETB,California,35.989792,-121.055933,93932
3671-SHRSP,California,36.689582,-121.758398,93933
3313-QKNKB,California,36.587497,-121.944815,93953
5073-WXOYN,California,37.509366,-122.306132,94002
0207-MDKNV,California,37.691561,-122.445202,94014
9851-KIELU,California,37.266388,-122.26308,94021
3908-BLSYF,California,37.352911,-122.093002,94024
7549-MYGPK,California,37.380662,-122.086022,94040
3804-RVTGV,California,37.419725,-122.062947,94043
9227-LUNBG,California,37.22565,-122.297533,94060
4315-MURBD,California,37.624436,-122.430661,94066
9734-YWGEX,California,37.654436,-122.426468,94080
2719-BDAQO,California,37.378541,-122.020456,94086
0781-LKXBR,California,37.7795,-122.419233,94102
1907-UBQFC,California,37.791998,-122.408653,94108
6513-EECDB,California,37.758085,-122.434801,94114
7074-IEVOJ,California,37.820894,-122.369725,94130
9625-QSTYE,California,37.746699,-122.442833,94131
4750-ZRXIU,California,37.386978,-122.177746,94304
6400-BWQKW,California,37.556634,-122.317723,94402
6680-WKXRZ,California,37.980057,-121.801599,94509
7028-DVOIQ,California,38.140719,-121.838298,94512
4208-UFFGW,California,37.83323,-121.601461,94514
9448-REEVD,California,38.013825,-122.039144,94520
9117-SHLZX,California,37.505768,-121.962472,94538
9889-TMAHG,California,37.516791,-121.899117,94539
4541-RMRLG,California,37.674002,-122.076796,94541
3158-MOERK,California,37.62984,-122.120843,94545
7294-TMAOP,California,37.708327,-122.083473,94546
8919-FYFQZ,California,37.571748,-121.659562,94550
2834-JRTUA,California,38.014457,-122.115432,94553
5875-YPQFJ,California,37.555473,-122.080312,94555
6646-QVXLR,California,38.489789,-122.27011,94558
8603-IJWDN,California,37.996462,-122.293716,94564
9369-XFEHK,California,37.633361,-121.862395,94566
3842-IYKUE,California,37.687264,-122.15728,94579
6641-XRPSU,California,37.676249,-122.132415,94580
1374-DMZUI,California,37.766556,-121.976784,94583
8357-EQXFO,California,37.59485,-122.051521,94587
1989-PRJHP,California,37.685052,-121.912061,94588
9524-EGPJC,California,37.862128,-122.075197,94595
6993-OHLXR,California,37.900662,-122.052782,94596
8818-XYFCQ,California,37.916648,-122.008483,94598
4695-VADHF,California,37.792489,-122.244314,94606
3863-IUBJR,California,37.80707,-122.297401,94607
4822-RVYBB,California,37.871416,-122.246597,94704
8436-BJUMM,California,37.890274,-122.295192,94706
4184-TJFAN,California,37.897753,-122.279391,94707
4145-UQXUQ,California,37.872902,-122.303708,94710
9948-YPTDG,California,38.018065,-122.546024,94903
1236-WFCDV,California,37.946617,-122.563571,94904
4883-QICIH,California,38.377165,-123.037957,94923
8329-IBCTI,California,38.326215,-122.718742,94931
1271-SJBGZ,California,38.010092,-122.689442,94933
5669-SRAIP,California,37.937082,-122.532369,94939
5981-ITEMU,California,38.129308,-122.834815,94940
6941-PMGEP,California,38.135897,-122.563683,94945
1624-WOIWJ,California,38.065359,-122.665566,94946
2074-GKOWZ,California,38.112166,-122.634384,94947
0376-YMCJC,California,38.067204,-122.524004,94949
0634-SZPQA,California,37.99272,-122.575026,94960
5536-RTPWK,California,37.848641,-122.515692,94965
6166-ILMNY,California,38.240769,-122.901041,94971
3097-NNSPB,California,38.339996,-122.935056,94972
0655-RBDUG,California,37.449537,-121.994813,95002
4361-BKAXE,California,37.171727,-122.142961,95006
9878-TNQGW,California,37.114335,-122.237162,95017
4441-NIHPT,California,36.936228,-121.785559,95019
8999-BOHSE,California,37.03889,-121.528955,95020
7029-RPUAV,California,37.222842,-121.988727,95030
4607-CHPCA,California,37.084697,-121.606417,95046
8824-RWFXJ,California,36.974575,-121.991149,95062
9763-PDTKK,California,37.343827,-121.883119,95112
7627-JKIAZ,California,37.350284,-121.852855,95116
4081-DYXAV,California,37.294926,-121.894763,95125
8111-SLLHI,California,37.316146,-121.936285,95128
0927-LCSMG,California,37.305622,-122.000887,95129
8257-RZAHR,California,37.42765,-121.945416,95134
5293-WXJAK,California,37.28682,-121.723877,95135
0841-NULXI,California,38.044523,-121.348048,95209
7851-WZEKY,California,38.029729,-121.387999,95219
8844-TONUD,California,38.200231,-121.235034,95220
4086-YQSNZ,California,38.358464,-120.579304,95232
5868-CZJDR,California,38.047746,-121.030499,95236
0135-NMXAP,California,38.123544,-121.159078,95240
6270-OMFIW,California,38.156971,-120.849231,95252
0107-WESLM,California,38.41935,-120.469545,95255
3992-YWPKO,California,37.321233,-120.656354,95301
0125-LZQXK,California,37.818589,-120.256995,95305
8399-YNDCH,California,38.085839,-120.37855,95310
5673-FSSMF,California,37.422961,-120.765493,95315
1579-KLYDT,California,37.605926,-120.69955,95323
3927-NLNRY,California,38.109125,-120.078597,95335
6358-LYNGM,California,37.526791,-119.99437,95338
5494-HECPR,California,38.121601,-120.133915,95346
9824-BEMCV,California,37.671806,-121.007575,95350
1373-ORVIZ,California,37.621458,-121.012295,95351
9866-QEVEE,California,37.716186,-121.025836,95356
9897-KXHCM,California,37.670526,-120.877572,95357
7979-CORPM,California,37.785033,-120.776141,95361
1618-CFHME,California,37.734971,-120.954271,95367
3165-HDOEW,California,37.713152,-121.08739,95368
6581-NQCBA,California,37.521708,-120.426843,95369
1689-MRZQR,California,37.529656,-120.854357,95382
5835-BEQEU,California,37.546007,-121.28257,95387
5565-FILXA,California,37.704267,-119.607001,95389
5552-ZNFSJ,California,38.394091,-122.739814,95407
2223-KAGMX,California,38.468893,-122.580539,95409
7321-PKUYW,California,39.710591,-123.682799,95417
2833-SLKDQ,California,39.361283,-123.784599,95420
7595-EUIVN,California,38.965804,-122.631779,95422
2026-TGDHM,California,38.801936,-122.938935,95425
4030-VPZBD,California,39.239818,-123.565432,95427
4187-CINZD,California,38.348884,-122.51699,95431
6818-WOBHJ,California,38.493888,-122.777141,95439
2408-TZMJL,California,38.848082,-123.50608,95445
9134-CEQMF,California,39.12334,-122.838198,95464
7993-PYKOF,California,38.522328,-122.97932,95471
5027-XWQHA,California,39.134075,-123.23422,95482
4566-QVRRW,California,39.222323,-122.985488,95493
8519-IMDHU,California,40.166028,-123.584144,95511
0201-OAMXR,California,40.965011,-124.015255,95519
3372-KWFBM,California,40.825486,-124.049485,95524
7831-QGOXH,California,40.94338,-123.831799,95525
6393-WRYZE,California,40.372532,-123.525626,95526
6599-RCLCJ,California,41.701223,-124.003393,95531
9831-BPFRI,California,40.4785,-124.301372,95536
1725-MIMXW,California,40.342928,-124.063329,95545
0031-PVLZI,California,40.7666,-123.80458,95550
7206-GZCDC,California,40.665952,-124.240051,95551
4791-QRGMF,California,40.210895,-123.86,95553
1768-ZAIFU,California,40.485849,-124.163234,95562
4671-LXRDQ,California,40.89866,-123.539754,95563
1934-SJVJK,California,41.950683,-124.097094,95567
3838-OZURD,California,41.444606,-123.471895,95568
9269-CQOOL,California,41.162295,-124.027381,95570
2845-HSJCY,California,40.053159,-123.995867,95589
1184-PJVDB,California,38.431407,-120.8421,95601
9415-DPEWS,California,38.626128,-121.328011,95608
7943-RQCHR,California,38.508735,-121.678813,95616
3793-MMFUH,California,38.544002,-121.685559,95618
3249-ZPQRG,California,38.683605,-120.811852,95619
2568-BRGYX,California,38.392821,-121.799917,95620
7721-JXEAW,California,38.434138,-121.30587,95624
7249-WBIYX,California,38.349195,-121.902943,95625
6567-HOOPW,California,38.672638,-121.147403,95630
3164-AALRN,California,38.921333,-120.897718,95635
3334-CTHOL,California,38.336216,-120.76901,95642
4704-ERYFC,California,38.875508,-121.765866,95645
8621-MNIHH,California,38.674276,-121.961866,95653
0471-LVHGK,California,38.689174,-121.218435,95662
9518-RWHZL,California,38.859093,-121.182872,95663
5419-CONWX,California,38.833554,-121.498102,95668
6240-EURKS,California,38.489273,-120.891614,95669
6960-HVYXR,California,38.688764,-121.457596,95673
7024-OHCCK,California,38.984756,-121.345074,95681
7861-UVUFT,California,38.470423,-121.114897,95683
5357-TZHPP,California,39.043387,-121.409837,95692
0680-DFNNY,California,38.578604,-122.024579,95694
7767-UXAGJ,California,39.084645,-120.894014,95713
1571-SAVHK,California,39.003358,-121.022539,95722
9546-CQJSU,California,39.279068,-120.414275,95728
0506-LVNGN,California,38.591134,-121.161585,95742
2951-QOQTK,California,38.608405,-121.449942,95815
3473-XIIIT,California,38.517295,-121.439819,95824
7893-IXHRQ,California,38.542532,-121.378826,95826
2952-QAYZF,California,38.486938,-121.395805,95828
4763-PGDPO,California,38.494832,-121.529447,95831
5394-SVGJV,California,38.646096,-121.442433,95838
9283-LZQOH,California,38.715498,-121.363411,95843
7079-QRCBC,California,38.585826,-121.376263,95864
5469-CTCWN,California,38.982373,-122.047751,95912
9851-QXEEQ,California,39.396585,-121.38029,95914
9809-IMGCQ,California,40.171312,-121.120605,95923
5208-HFSBT,California,39.461768,-121.195825,95925
3254-YRILK,California,39.381174,-121.21191,95935
2667-WYLWJ,California,38.931425,-121.946081,95937
0529-ONKER,California,40.077028,-121.494168,95942
5240-IJOQT,California,39.099204,-121.137962,95949
1092-GANHU,California,39.933852,-121.584371,95954
0661-XEYAN,California,39.333737,-120.858667,95959
7881-EVUAD,California,39.473896,-121.415927,95966
5766-XQXMQ,California,39.424957,-122.039307,95970
3703-VAVCL,California,39.58458,-121.093256,95981
8519-QJGJD,California,40.022184,-121.062384,95984
6326-MTTXK,California,39.075694,-121.70606,95993
0330-IVZHA,California,40.448632,-122.306657,96007
2886-KEFUM,California,41.096569,-121.879082,96011
4237-RLAQD,California,41.388397,-122.794636,96014
9651-GTSAQ,California,39.913777,-122.289984,96021
3186-BAXNB,California,40.336392,-122.448533,96022
0637-YLETY,California,40.586588,-122.903677,96024
1157-BQCUW,California,41.017282,-121.468945,96028
2660-EMUBI,California,41.5837,-122.935922,96032
7675-OZCZG,California,40.547857,-123.187265,96041
2003-CKLOR,California,40.524535,-122.647172,96047
9254-RBFON,California,41.816595,-122.948287,96050
1205-WNWPJ,California,40.883853,-122.418258,96051
9391-EOYLI,California,40.704293,-122.803899,96052
8387-MOJJT,California,41.082472,-121.195215,96068
2761-OCIAX,California,40.582399,-122.195512,96073
3068-OMWZA,California,40.923558,-122.059933,96084
6032-KRXXO,California,41.924174,-123.260788,96086
7459-RRWQZ,California,40.617614,-122.512861,96087
4154-AQUGT,California,39.955164,-122.018567,96092
3092-IGHWF,California,41.468877,-120.54229,96101
8017-LXHFA,California,41.750354,-120.403885,96108
6352-TWCAU,California,41.932207,-120.135941,96112
2929-QNSRW,California,41.729079,-120.225025,96115
1262-OPMFY,California,41.266008,-120.490731,96116
4248-QPAVC,California,39.786755,-120.445626,96122
1899-VXWXM,California,40.845738,-120.322219,96123
4690-LLKUA,California,38.636052,-119.489162,96133
3331-HQDTW,California,39.117018,-120.212535,96141
9490-DFPMD,California,39.061227,-120.179546,96142
5442-XSDCW,California,39.178337,-120.162806,96145
3049-NDXFL,California,38.911577,-120.106169,96150
8580-AECUZ,California,39.342498,-120.247127,96161
7963-GQRMY,California,34.076259,-118.310715,90004
1228-FZFRV,California,34.027337,-118.28515,90007
2058-DCJBE,California,34.065875,-118.238728,90012
5364-XYIRR,California,34.044639,-118.240413,90013
4829-AUOAX,California,34.043144,-118.251977,90014
5047-LHVLY,California,34.066367,-118.309868,90020
9158-VCTQB,California,34.017697,-118.200577,90023
6311-UEUME,California,34.046174,-118.446333,90025
6839-ITVZJ,California,34.002642,-118.287596,90037
0375-HVGXO,California,33.954017,-118.402447,90045
8593-WHYHV,California,33.958149,-118.308441,90047
6097-EQISJ,California,34.001617,-118.222274,90058
4423-YLHDV,California,33.927254,-118.249826,90059
0107-YHINA,California,34.003553,-118.308933,90062
8640-SDGKB,California,34.002028,-118.430656,90066
4116-TZAQJ,California,33.993991,-118.39704,90230
3877-JRJIP,California,33.914775,-118.348083,90250
8375-DKEBR,California,33.86532,-118.396336,90254
7511-YMXVQ,California,33.923573,-118.200669,90262
7551-JOHTI,California,34.074572,-118.831181,90265
9804-ICWBG,California,34.079449,-118.548306,90272
5318-IXUZF,California,33.830453,-118.384565,90277
3198-VELRD,California,33.977468,-118.445475,90292
9436-ZBZCT,California,33.936291,-118.332639,90303
7279-BUYWN,California,33.845706,-118.012204,90620
7156-MHUGY,California,33.874224,-117.993368,90621
7198-GLXTC,California,33.850504,-118.039892,90623
0516-VRYBW,California,33.801869,-117.995068,90680
8380-PEFPE,California,33.391181,-118.421305,90704
5687-DKDTV,California,33.887676,-118.127289,90706
7530-HDYDS,California,33.840524,-118.148403,90712
3096-IZETN,California,33.794209,-118.317354,90717
5922-ABDVO,California,33.75462,-118.071128,90740
9172-ANCRX,California,33.822295,-118.26411,90745
6910-HADCM,California,33.823943,-118.111335,90808
4816-LXZYW,California,33.819814,-118.222416,90810
9606-PBKBQ,California,33.781086,-118.199049,90813
3536-IQCTX,California,34.110444,-118.156957,91030
4911-BANWH,California,34.282704,-118.312929,91040
8496-EJAUI,California,34.296574,-118.244839,91042
3132-TVFDZ,California,34.167926,-118.267539,91202
8080-DDEMJ,California,34.136306,-118.26036,91204
6365-MTGZX,California,34.162515,-118.203869,91206
1349-WXNGG,California,34.182378,-118.262922,91207
6990-YNRIO,California,34.129058,-118.759788,91301
0621-TWIEM,California,34.370378,-118.504118,91321
2485-ITVKB,California,34.236683,-118.517588,91325
3669-OYSJI,California,34.281911,-118.556218,91326
1612-EOHDH,California,34.255442,-118.421314,91331
6702-OHFWR,California,34.200175,-118.540958,91335
4510-PYUSH,California,34.321621,-118.399841,91342
7517-SAWMO,California,34.291273,-118.505104,91344
4143-HHPMK,California,34.266389,-118.459744,91345
7054-LGEQW,California,34.422519,-118.420717,91351
0923-PNFUB,California,34.130992,-118.894673,91361
3494-JCHRQ,California,34.17847,-118.459472,91411
6474-FVJLC,California,34.146957,-118.432138,91423
8840-DQLGN,California,34.177267,-118.31003,91502
4547-LYTDD,California,34.1692,-118.372498,91601
6770-XUAGN,California,34.207295,-118.400022,91605
4193-ORFCL,California,34.187599,-118.387125,91606
7776-QWNFX,California,33.990646,-117.663025,91710
6689-TCZHQ,California,34.127621,-117.717863,91711
3143-ILDAL,California,34.074492,-118.01462,91732
4720-VSTSI,California,34.050322,-118.147037,91754
3946-MHCZW,California,34.035602,-117.591528,91761
6651-AZVTJ,California,34.067932,-117.785168,91768
4566-GOLUK,California,34.065108,-118.082791,91770
2484-DGXPZ,California,34.102119,-117.815532,91773
4587-NUKOX,California,34.018354,-117.85492,91789
0420-BWTPW,California,32.636792,-117.054989,91910
8183-ONMXC,California,32.605012,-116.97595,91915
9614-RMGHA,California,32.622999,-116.687855,91917
5054-IEXZT,California,32.649787,-116.2237,91934
5834-ASPWA,California,32.695681,-116.798386,91935
3948-XHGNA,California,33.290907,-117.202895,92003
0565-IYCGT,California,33.015866,-117.272254,92007
5445-UTODQ,California,32.948262,-117.256086,92014
1024-VRZHF,California,33.054579,-117.25665,92024
9497-QCMMS,California,33.21846,-117.116916,92026
0348-SDKOL,California,32.853743,-117.25034,92037
4373-MAVJG,California,33.194742,-117.29032,92056
8901-HJXTF,California,33.254497,-117.285879,92057
5419-KLXBN,California,33.309852,-116.823091,92060
3424-NMNBO,California,33.313828,-116.940501,92061
4514-GFCFI,California,33.044541,-116.833922,92065
9828-AOQLM,California,33.162624,-117.170863,92069
8000-REIQB,California,32.847336,-116.997605,92071
7615-ESMYF,California,33.25283,-116.986079,92082
3858-VOBET,California,33.17494,-117.242761,92083
1447-PJGGA,California,32.72523,-117.171346,92101
8565-CLBZW,California,32.716007,-117.117462,92102
9139-WQQDY,California,32.747484,-117.166877,92103
0224-HJAPT,California,32.741499,-117.127409,92104
8086-OVPWV,California,32.741859,-117.090353,92105
9430-FRQOC,California,32.71346,-117.236378,92106
3074-GQWYX,California,32.774046,-117.142454,92108
6845-RGTYS,California,32.76501,-117.19938,92110
8861-HGGKB,California,32.762506,-117.07245,92115
7065-YUNRY,California,32.825086,-117.199424,92117
7694-VLBWQ,California,32.68674,-117.186612,92118
4795-KTRTH,California,32.85723,-117.209774,92122
6481-OGDOO,California,32.961064,-117.134917,92129
3753-TSEMP,California,32.677716,-117.047666,92139
8305-VHZBZ,California,32.578103,-117.012975,92154
9172-JITSM,California,33.762759,-116.324817,92211
6298-QDFNH,California,33.936298,-116.849577,92220
9961-JBNMK,California,33.889605,-115.257009,92239
6173-ITPWD,California,32.730583,-115.501083,92249
9734-UYXQI,California,32.811001,-115.152865,92250
2189-UXTKY,California,33.695532,-116.310571,92253
4958-GZWIY,California,33.906496,-116.569499,92258
6356-ELRKD,California,33.763678,-116.429928,92270
8624-GIOUT,California,32.790282,-115.689559,92273
6179-GJPSO,California,34.17211,-115.769773,92277
3177-LASXD,California,33.03679,-115.60503,92281
4897-QSUYC,California,34.559882,-115.637164,92304
1084-UQCHV,California,34.1678,-116.86433,92305
8290-YWKHZ,California,34.55082,-117.122396,92307
2955-BJZHG,California,34.424926,-117.184503,92308
3806-DXQOM,California,35.28952,-116.092214,92309
